title,year,author,journal,doi,type,issn,shortname,journal_short,publisher,issue,volume,page,published,subject,abstract,licence,pmid,keyword,pmcid
Childhood sexual abuse and two stages of cigarette smoking in African-American and European-American young women,2016.0,"[{'given': 'Carolyn E.', 'family': 'Sartor', 'name': 'Carolyn E. Sartor'}, {'given': 'Julia D.', 'family': 'Grant', 'name': 'Julia D. Grant'}, {'given': 'Alexis E.', 'family': 'Duncan', 'name': 'Alexis E. Duncan'}, {'given': 'Vivia V.', 'family': 'McCutcheon', 'name': 'Vivia V. McCutcheon'}, {'given': 'Elliot C.', 'family': 'Nelson', 'name': 'Elliot C. Nelson'}, {'given': 'Wilma J.', 'family': 'Calvert', 'name': 'Wilma J. Calvert'}, {'given': 'Pamela A.F.', 'family': 'Madden', 'name': 'Pamela A.F. Madden'}, {'given': 'Andrew C.', 'family': 'Heath', 'name': 'Andrew C. Heath'}, {'given': 'Kathleen K.', 'family': 'Bucholz', 'name': 'Kathleen K. Bucholz'}]",Addictive Behaviors,10.1016/j.addbeh.2016.03.039,journal-article,['0306-4603'],Addictive Behaviors,Addictive Behaviors,Elsevier BV,,60,131-136,2016-09-01,"['Psychiatry and Mental health', 'Toxicology', 'Clinical Psychology', 'Medicine (miscellaneous)']",,,,,
Hopelessness in young Black men,,,,,,,,,,,,,,,,,,,
Rapid web-based recruitment of Black women for participation in a sexual health study,,,,,,,,,,,,,,,,,,,
"""The Lead Belt Riot""",,,,,,,,,,,,,,,,,,,
"Synthesis and Characterization of Luminescent 2,7-Disubstituted-Silafluorenes",2016.0,"[{'given': 'Douglas W.', 'family': 'Hammerstroem', 'name': 'Douglas W. Hammerstroem'}, {'given': 'Janet', 'family': 'Braddock-Wilking', 'name': 'Janet Braddock-Wilking'}, {'given': 'Nigam P.', 'family': 'Rath', 'name': 'Nigam P. Rath'}]",Journal of Organometallic Chemistry,10.1016/j.jorganchem.2016.04.004,journal-article,['0022-328X'],Journal of Organometallic Chemistry,Journal of Organometallic Chemistry,Elsevier BV,,813,110-118,2016-07-01,"['Materials Chemistry', 'Inorganic Chemistry', 'Organic Chemistry', 'Physical and Theoretical Chemistry', 'Biochemistry']",,publisher-specific-oa,,,
"Synthesis of Luminescent 2-7 Disubstituted Silafluorenes with alkynyl-carbazole, phenanthrene, and benzaldehyde substituents",2020.0,"[{'given': 'Stephan', 'family': 'Germann', 'name': 'Stephan Germann'}, {'given': 'Shelby J.', 'family': 'Jarrett', 'name': 'Shelby J. Jarrett'}, {'given': 'Cynthia M.', 'family': 'Dupureur', 'name': 'Cynthia M. Dupureur'}, {'given': 'Nigam P.', 'family': 'Rath', 'name': 'Nigam P. Rath'}, {'given': 'Ethan', 'family': 'Gallaher', 'name': 'Ethan Gallaher'}, {'given': 'Janet', 'family': 'Braddock-Wilking', 'name': 'Janet Braddock-Wilking'}]",Journal of Organometallic Chemistry,10.1016/j.jorganchem.2020.121514,journal-article,['0022-328X'],Journal of Organometallic Chemistry,Journal of Organometallic Chemistry,Elsevier BV,,927,121514,2020-11-01,"['Materials Chemistry', 'Inorganic Chemistry', 'Organic Chemistry', 'Physical and Theoretical Chemistry', 'Biochemistry']",,elsevier-specific: oa user license,,,
"Synthesis and characterization of 3,6-bis-(alkynylaryl)-9,9-diphenyl-substituted silafluorenes and germafluorenes",,,,,,,,,,,,,,,,,,,
Pd-PTA Complexes Catalyzed Suzuki-Miyaura Cross-Coupling Reactions,,,,,,,,,,,,,,,,,,,
"Luminescent 2,7-Disubstituted Germafluorenes",2017.0,"[{'given': 'Douglas W.', 'family': 'Hammerstroem', 'name': 'Douglas W. Hammerstroem'}, {'given': 'Janet', 'family': 'Braddock-Wilking', 'name': 'Janet Braddock-Wilking'}, {'given': 'Nigam P.', 'family': 'Rath', 'name': 'Nigam P. Rath'}]",Journal of Organometallic Chemistry,10.1016/j.jorganchem.2016.12.021,journal-article,['0022-328X'],Journal of Organometallic Chemistry,Journal of Organometallic Chemistry,Elsevier BV,,830,196-202,2017-02-01,"['Materials Chemistry', 'Inorganic Chemistry', 'Organic Chemistry', 'Physical and Theoretical Chemistry', 'Biochemistry']",,publisher-specific-oa,,,
"Synthesis and Characterizationof Luminescent 2,7-Disubstituted Silafluorenes",,,,,,,,,,,,,,,,,,,
Group 14 Metallafluorenes as Sensitive Luminescent Probes of Surfactants in Aqueous Solution,2021.0,"[{'given': 'Helena J.', 'family': 'Spikes', 'name': 'Helena J. Spikes'}, {'given': 'Shelby J.', 'family': 'Jarrett-Noland', 'name': 'Shelby J. Jarrett-Noland'}, {'given': 'Stephan M.', 'family': 'Germann', 'name': 'Stephan M. Germann'}, {'given': 'Janet', 'family': 'Braddock-Wilking', 'name': 'Janet Braddock-Wilking'}, {'given': 'Cynthia M.', 'family': 'Dupureur', 'name': 'Cynthia M. Dupureur'}]",Journal of Fluorescence,10.1007/s10895-021-02730-3,journal-article,"['1053-0509', '1573-4994']",J Fluoresc,J Fluoresc,Springer Science and Business Media LLC,4,31,961-969,2021-07-01,"['Law', 'Clinical Biochemistry', 'Spectroscopy', 'Sociology and Political Science', 'Social Sciences (miscellaneous)', 'Clinical Psychology', 'Biochemistry']",,cc-by,,,
"Review of The Struggling State: Nationalism, Mass Militarization and the Education of Eritrea by Jennifer Riggan.",,,,,,,,,,,,,,,,,,,
Review of Laying the Past to Rest: The EPRDF and the Challenges of Ethiopian State-Building by Mulugeta Gebrehiwot Berhe.,,,,,,,,,,,,,,,,,,,
"2019. ""Palimpsestic Tales: Hidden 'Histories' Resistance, Militarization, and Disenfranchisement of the Women of Eritrea.""",,,,,,,,,,,,,,,,,,,
A History of South Sudan: From Slavery to Independence,2016.0,"[{'name': 'Book Review of   ""'}]",""" by Oystein H.. Rolandsen and M.W. Daly",10.1017/cbo9781139035538,monograph,,,,Cambridge University Press,,,,2016-05-31,,"South Sudan is the world's youngest independent country. Established in 2011 after two wars, South Sudan has since reverted to a state of devastating civil strife. This book provides a general history of the new country, from the arrival of Turco-Egyptian explorers in Upper Nile, the turbulence of the Mahdist revolutionary period, the chaos of the 'Scramble for Africa', during which the South was prey to European and African adventurers and empire builders, to the Anglo-Egyptian colonial era. Special attention is paid to the period since Sudanese independence in 1956, when Southern disaffection grew into outright war, from the 1960s to 1972, and from 1983 until the Comprehensive Peace of 2005, and to the transition to South Sudan's independence. The book concludes with coverage of events since then, which since December 2013 have assumed the character of civil war, and with insights into what the future might hold.",,,,
"""Palimpsestic Tales: Hidden 'Histories' Resistance, Militarization, and Disenfranchisement of the Women of Eritrea",2019.0,,”  Vol. 19,,,,,,,2019,,,,,,,,,
"""Comparative Lessons: Post-Referendum Politics in South Sudan and Eritrea.""",,,,,,,,,,,,,,,,,,,
"The Political Economy of Stalled Development in a Fragile State: Eritrea, 1991-2001",,,,,,,,,,,,,,,,,,,
Working with older adults impacts training preferences of counselors,2022.0,"[{'given': 'Nicholas E.', 'family': 'Schmidt', 'name': 'Nicholas E. Schmidt'}, {'given': 'R. Rocco', 'family': 'Cottone', 'name': 'R. Rocco Cottone'}, {'given': 'Ann M.', 'family': 'Steffen', 'name': 'Ann M. Steffen'}]",Gerontology &amp; Geriatrics Education,10.1080/02701960.2022.2139693,journal-article,"['0270-1960', '1545-3847']",Gerontology &amp; Geriatrics Education,Gerontology &amp; Geriatrics Education,Informa UK Limited,,,1-6,2022-11-01,"['Geriatrics and Gerontology', 'Education']",,,,,
<p style,,,,,,,,,,,,,,,,,,,
<span style,2017.0,"[{'given': 'Serdal', 'family': 'Okur', 'name': 'Serdal Okur'}, {'given': 'Mohsen', 'family': 'Nami', 'name': 'Mohsen Nami'}, {'given': 'Ashwin K', 'family': 'Rishinaramangalam', 'name': 'Ashwin K Rishinaramangalam'}, {'given': 'Sang H', 'family': 'Oh', 'name': 'Sang H Oh'}, {'given': 'Steve P', 'family': 'DenBaars', 'name': 'Steve P DenBaars'}, {'given': 'Sheng', 'family': 'Liu', 'name': 'Sheng Liu'}, {'given': 'Igal', 'family': 'Brener', 'name': 'Igal Brener'}, {'given': 'Daniel F', 'family': 'Feezell', 'name': 'Daniel F Feezell'}]",Optics express,10.1364/oe.25.002178,journal-article,1094-4087,Opt Express,Opt Express,The Optical Society,3,25,2178-2186,2017-02-01,"['Atomic and Molecular Physics, and Optics']","The internal quantum efficiencies (IQE) and carrier lifetimes of semipolar (202¯1¯) InGaN/GaN LEDs with different active regions are measured using temperature-dependent, carrier-density-dependent, and time-resolved photoluminescence. Three active regions are investigated: one 12-nm-thick single quantum well (SQW), two 6-nm-thick QWs, and three 4-nm-thick QWs. The IQE is highest for the 12-nm-thick SQW and decreases as the well width decreases. The radiative lifetimes are similar for all structures, while the nonradiative lifetimes decrease as the well width decreases. The superior IQE and longer nonradiative lifetime of the SQW structure suggests using thick SQW active regions for high brightness semipolar (202¯1¯) LEDs.",cc-by,29519065.0,,
Dementia diagnosis and medication management by family caregivers,2018.0,"[{'given': 'S', 'family': 'Kallmi', 'name': 'S Kallmi'}, {'given': 'A', 'family': 'Steffen', 'name': 'A Steffen'}]",Innovation in Aging,10.1093/geroni/igy023.955,journal-article,['2399-5300'],,,Oxford University Press (OUP),suppl_1,2,257-257,2018-11-01,"['Life-span and Life-course Studies', 'Health Professions (miscellaneous)', 'Health (social science)']",,cc-by-nc-nd,,,
Addressing Loneliness in the Context of Treating Later-Life Depression,,,,,,,,,,,,,,,,,,,
<span style,2017.0,"[{'given': 'Serdal', 'family': 'Okur', 'name': 'Serdal Okur'}, {'given': 'Mohsen', 'family': 'Nami', 'name': 'Mohsen Nami'}, {'given': 'Ashwin K', 'family': 'Rishinaramangalam', 'name': 'Ashwin K Rishinaramangalam'}, {'given': 'Sang H', 'family': 'Oh', 'name': 'Sang H Oh'}, {'given': 'Steve P', 'family': 'DenBaars', 'name': 'Steve P DenBaars'}, {'given': 'Sheng', 'family': 'Liu', 'name': 'Sheng Liu'}, {'given': 'Igal', 'family': 'Brener', 'name': 'Igal Brener'}, {'given': 'Daniel F', 'family': 'Feezell', 'name': 'Daniel F Feezell'}]",Optics express,10.1364/oe.25.002178,journal-article,1094-4087,Opt Express,Opt Express,The Optical Society,3,25,2178-2186,2017-02-01,"['Atomic and Molecular Physics, and Optics']","The internal quantum efficiencies (IQE) and carrier lifetimes of semipolar (202¯1¯) InGaN/GaN LEDs with different active regions are measured using temperature-dependent, carrier-density-dependent, and time-resolved photoluminescence. Three active regions are investigated: one 12-nm-thick single quantum well (SQW), two 6-nm-thick QWs, and three 4-nm-thick QWs. The IQE is highest for the 12-nm-thick SQW and decreases as the well width decreases. The radiative lifetimes are similar for all structures, while the nonradiative lifetimes decrease as the well width decreases. The superior IQE and longer nonradiative lifetime of the SQW structure suggests using thick SQW active regions for high brightness semipolar (202¯1¯) LEDs.",cc-by,29519065.0,,
Intergenerational Ambivalence and Dyadic Strain: Understanding Stress in Family Care Partners of Older Adults,2019.0,"[{'given': 'Jillian', 'family': 'Pine', 'name': 'Jillian Pine'}, {'given': 'Ann M.', 'family': 'Steffen', 'name': 'Ann M. Steffen'}]",Clinical Gerontologist,10.1080/07317115.2017.1356894,journal-article,"['0731-7115', '1545-2301']",Clinical Gerontologist,Clinical Gerontologist,Informa UK Limited,1,42,90-100,2019-01-01,"['Geriatrics and Gerontology', 'Gerontology', 'Clinical Psychology', 'Health (social science)', 'Social Psychology']",,,,,
Dementia spousal caregivers and past transgressions: Measuring and understanding forgiveness experiences,2016.0,"[{'given': 'Lauren N.', 'family': 'DeCaporale-Ryan', 'name': 'Lauren N. DeCaporale-Ryan'}, {'given': 'Ann M.', 'family': 'Steffen', 'name': 'Ann M. Steffen'}, {'given': 'Samuel J.', 'family': 'Marwit', 'name': 'Samuel J. Marwit'}, {'given': 'Thomas M.', 'family': 'Meuser', 'name': 'Thomas M. Meuser'}]",Journal of Women &amp; Aging,10.1080/08952841.2015.1065143,journal-article,"['0895-2841', '1540-7322']",Journal of Women &amp; Aging,Journal of Women &amp; Aging,Informa UK Limited,6,28,510-520,2016-11-01,"['Geriatrics and Gerontology', 'Gender Studies']",,,,,
A telehealth behavioral coaching intervention for neurocognitive disorder family carers,2016.0,"[{'given': 'Ann M.', 'family': 'Steffen', 'name': 'Ann M. Steffen'}, {'given': 'Judith R.', 'family': 'Gant', 'name': 'Judith R. Gant'}]",International Journal of Geriatric Psychiatry,10.1002/gps.4312,journal-article,"['0885-6230', '1099-1166']",Int J Geriatr Psychiatry,Int J Geriatr Psychiatry,Wiley,2,31,195-203,2016-02-01,"['Psychiatry and Mental health', 'Geriatrics and Gerontology']",,cc-by-nc-4.0,,,
The Sandwich Generation Diner: Development of a Web-Based Health Intervention for Intergenerational Caregivers,2016.0,"[{'given': 'Ann M', 'family': 'Steffen', 'name': 'Ann M Steffen'}, {'given': 'Joel', 'family': 'Epstein', 'name': 'Joel Epstein'}, {'given': 'Nika', 'family': 'George', 'name': 'Nika George'}, {'given': 'Megan', 'family': 'MacDougall', 'name': 'Megan MacDougall'}]",JMIR Research Protocols,10.2196/resprot.5488,journal-article,['1929-0748'],JMIR Res Protoc,JMIR Res Protoc,JMIR Publications Inc.,2,5,e91,2016-06-06,['General Medicine'],,cc-by,,,
Rediscovering Caregiving: Family-Partnered Management Of Chronic Illnesses,2016.0,"[{'given': 'Ann M.', 'family': 'Steffen', 'name': 'Ann M. Steffen'}, {'given': 'Suzann', 'family': 'Ogland-Hand', 'name': 'Suzann Ogland-Hand'}]",The Gerontologist,10.1093/geront/gnw124,journal-article,"['0016-9013', '1758-5341']",GERONT,GERONT,Oxford University Press (OUP),5,56,970-972,2016-10-01,"['Geriatrics and Gerontology', 'Gerontology', 'General Medicine']",,,,,
Validating the Medication Risk Questionnaire with Family Caregivers of Older Adults,2016.0,"[{'given': 'Hedva Barenholtz', 'family': 'Levy', 'name': 'Hedva Barenholtz Levy'}, {'given': 'Ann M.', 'family': 'Steffen', 'name': 'Ann M. Steffen'}]",The Consultant Pharmacist,10.4140/tcp.n.2016.329,journal-article,['0888-5109'],Consult Pharm,Consult Pharm,American Society of Consultant Pharmacists,6,31,329-337,2016-06-01,['Pharmacology (medical)'],,,,,
Development of a Transgender and Gender Nonconforming Language Self-Efficacy Scale for Social Service Providers Working With Older Adults,2020.0,"[{'given': 'Allison R.', 'family': 'Warren', 'name': 'Allison R. Warren'}, {'given': 'Ann M.', 'family': 'Steffen', 'name': 'Ann M. Steffen'}]",Journal of Applied Gerontology,10.1177/0733464818759754,journal-article,"['0733-4648', '1552-4523']",J Appl Gerontol,J Appl Gerontol,SAGE Publications,5,39,555-560,2020-05-01,"['Geriatrics and Gerontology', 'Gerontology']"," There is consensus that providers who work with transgender and gender nonconforming (TGNC) older adults should use the language preferred by the older adult; however, assessment tools to document professional training efforts are lacking. This study presents data on a new TGNC Language Self-Efficacy Scale, using responses collected from employees and volunteers of area agencies on aging (AAA) across the United States ( N = 155). Exploratory factor analysis supports a two-factor model: Interactions and Information subscales significantly correlated with knowledge of TGNC terminology, genderism and transphobia, gender role beliefs, beliefs about gender and gender identity, and attitudes toward lesbians and gay men. Future directions include additional measurement development work and replication of these findings outside of AAAs. ",,,,
Impairment for Medication Management in Older Adults: Validity of a Family Report Measure,2020.0,"[{'given': 'Nicholas E.', 'family': 'Schmidt', 'name': 'Nicholas E. Schmidt'}, {'given': 'Ann', 'family': 'Steffen', 'name': 'Ann Steffen'}, {'given': 'Thomas M.', 'family': 'Meuser', 'name': 'Thomas M. Meuser'}]",Clinical Gerontologist,10.1080/07317115.2019.1703064,journal-article,"['0731-7115', '1545-2301']",Clinical Gerontologist,Clinical Gerontologist,Informa UK Limited,3,43,350-362,2020-05-03,"['Geriatrics and Gerontology', 'Gerontology', 'Clinical Psychology', 'Health (social science)', 'Social Psychology']",,,,,
